1948Q1,1948Q2,1948Q3,1948Q4,1949Q1,1949Q2,1949Q3,1949Q4,1950Q1,1950Q2,1950Q3,1950Q4,1951Q1,1951Q2,1951Q3,1951Q4,1952Q1,1952Q2,1952Q3,1952Q4,1953Q1,1953Q2,1953Q3,1953Q4,1954Q1,1954Q2,1954Q3,1954Q4,1955Q1,1955Q2,1955Q3,1955Q4,1956Q1,1956Q2,1956Q3,1956Q4,1957Q1,1957Q2,1957Q3,1957Q4,1958Q1,1958Q2,1958Q3,1958Q4,1959Q1,1959Q2,1959Q3,1959Q4,1960Q1,1960Q2,1960Q3,1960Q4,1961Q1,1961Q2,1961Q3,1961Q4,1962Q1,1962Q2,1962Q3,1962Q4,1963Q1,1963Q2,1963Q3,1963Q4,1964Q1,1964Q2,1964Q3,1964Q4,1965Q1,1965Q2,1965Q3,1965Q4,1966Q1,1966Q2,1966Q3,1966Q4,1967Q1,1967Q2,1967Q3,1967Q4,1968Q1,1968Q2,1968Q3,1968Q4,1969Q1,1969Q2,1969Q3,1969Q4,1970Q1,1970Q2,1970Q3,1970Q4,1971Q1,1971Q2,1971Q3,1971Q4,1972Q1,1972Q2,1972Q3,1972Q4,1973Q1,1973Q2,1973Q3,1973Q4,1974Q1,1974Q2,1974Q3,1974Q4,1975Q1,1975Q2,1975Q3,1975Q4,1976Q1,1976Q2,1976Q3,1976Q4,1977Q1,1977Q2,1977Q3,1977Q4,1978Q1,1978Q2,1978Q3,1978Q4,1979Q1,1979Q2,1979Q3,1979Q4,1980Q1,1980Q2,1980Q3,1980Q4,1981Q1,1981Q2,1981Q3,1981Q4,1982Q1,1982Q2,1982Q3,1982Q4,1983Q1,1983Q2,1983Q3,1983Q4,1984Q1,1984Q2,1984Q3,1984Q4,1985Q1,1985Q2,1985Q3,1985Q4,1986Q1,1986Q2,1986Q3,1986Q4,1987Q1,1987Q2,1987Q3,1987Q4
29979,31757,31170,32665,31004,28664,29923,26640,30056,33889,38441,41848,40716,40568,41117,42390,40026,38129,38072,42432,43340,42509,41310,34017,36508,37847,39895,43589,48804,50107,50177,51582,49420,49642,49309,50214,51659,50289,49340,45271,39466,40608,44759,50593,54265,59067,54190,54535,58609,54796,53807,51506,50242,54481,57243,61816,62551,62521,64244,66857,67197,70229,71657,72951,77053,77320,78439,78019,85843,88045,89261,94005,97376,96371,94828,95912,93326,92153,93216,96768,98123,102114,102643,104110,103475,100332,97418,92440,84663,88470,88384,83458,96622,98739,101436,105790,111517,113410,118171,125749,133496,131249,133029,135784,130297,128925,124284,119313,117750,128940,149763,158982,175111,173151,174747,174343,184122,204911,219642,214459,209938,239724,246225,258389,250028,252438,250288,244109,237401,206769,214074,234259,243132,239325,256094,245026,219839,234129,231535,225521,242393,272625,289441,307152,335741,337676,333129,342526,346957,350273,367277,347805,338526,324827,314959,315948,329707,368167,391926,393448
