Industry Code,2005-1,2005-2,2005-3,2005-4,2006-1,2006-2,2006-3,2006-4,2007-1,2007-2,2007-3,2007-4,2008-1,2008-2,2008-3,2008-4,2009-1,2009-2,2009-3,2009-4,2010-1,2010-2,2010-3,2010-4,2011-1,2011-2,2011-3,2011-4,2012-1,2012-2,2012-3,2012-4,2013-1,2013-2,2013-3,2013-4,2014-1,2014-2,2014-3,2014-4,2015-1,2015-2,2015-3,2015-4,2016-1,2016-2,2016-3,2016-4,2017-1,2017-2,2017-3,2017-4,2018-1,2018-2,2018-3,2018-4,2019-1,2019-2,2019-3,2019-4,2020-1,2020--2,2020-3,2020-4,2021-1,2021-2,2021-3,2021-4,2022-1,2022-2,2022-3,2022-4,2023-1,2023-2,2023-3,2023-4,2024-1,2024-2,2024-3
FIRE,4098.8,4204.1,4332,4348.9,4419.1,4454.5,4483.4,4553.5,4584.8,4652.3,4699.3,4809.4,4713.6,4773.1,4734.9,4538.2,4495.6,4552.3,4489.3,4486.7,4550.8,4617.5,4647.4,4746.1,4775.3,4768.8,4783.3,4796,4981.2,4995.4,5095.4,5209.2,5274.5,5347.1,5395.7,5502.3,5581.6,5656.5,5728.8,5797.9,5855.2,5940.5,5975.1,6015.9,6043.3,6140.2,6209.7,6274,6354.1,6416.3,6471.6,6578.5,6685.8,6742,6798.4,6874.4,6946.6,7044.6,7120.2,7151.6,7192.9,7085.9,7339.4,7521,7722.7,7899.1,8129.5,8328.5,8401,8507.3,8726.2,8870.2,9127.4,9305.9,9451.7,9462.6,9701.8,9819.5,9935.2
G,2571.5,2597.2,2644,2683.2,2737.2,2761.3,2789.3,2824.4,2865.2,2912.1,2952.1,3007,3055,3109,3168.3,3159.1,3167.7,3214.9,3243.6,3287.8,3314.5,3342.6,3341.7,3352.8,3357.2,3381.8,3370.5,3353.8,3375.8,3374.1,3400.9,3414.1,3416.1,3428,3433.6,3448.5,3473,3477.6,3516.6,3521.3,3534.4,3565.4,3585.9,3599.4,3605.3,3641.8,3675,3685.6,3708.9,3725.3,3748.7,3807.5,3865.8,3916.1,3970.7,4015.2,4042.4,4105.7,4154.4,4211.3,4248.1,4219.8,4278.8,4317.5,4482.6,4540.9,4602.1,4688.3,4756.1,4897.8,4953.1,4998.9,5031.6,5041,5142.2,5175,5261.2,5321.1,5399.7
GF,841.8,845.1,861.9,868.8,901.2,897.8,899.1,911.1,913.9,933.1,949,971.9,996.7,1019.7,1040.9,1043.5,1052,1075.6,1084.2,1111.3,1129.3,1152.3,1153.4,1156.5,1148.8,1158.3,1150.8,1144.6,1152.2,1145.9,1152.1,1132.2,1109.6,1105,1093.2,1087.3,1093.8,1091.1,1110.9,1092.7,1096.4,1099.1,1097.1,1102.3,1102.1,1106.4,1115.9,1118.6,1113.9,1120,1122.2,1141.7,1161,1177.8,1196.1,1208.1,1221.4,1242.3,1249.3,1255.8,1266,1360.5,1322.8,1334.9,1428.9,1412.4,1392.3,1423.9,1417.4,1451,1475.6,1490.2,1504.9,1513.4,1547.5,1552.6,1576,1594.8,1634.9
GFE,88.1,89.3,90.3,89.9,96.8,96.6,96.5,97,98.4,101,101.8,102.3,103.5,102.7,102.6,101.5,100.3,99.8,96.7,99.3,98,99.1,98.9,98,95.2,95.1,95.9,96.4,98.3,99.3,99.2,98.8,96.2,95.1,97.6,93.6,96.6,97.8,98.9,99.2,98.6,97.9,97.8,98.3,98.2,99.9,96.7,96.2,95.1,95.1,94.2,94.9,98.2,98.1,98.7,100.1,99.7,98.9,99.8,97.3,96.3,97.4,102.8,106,113.3,111.2,110.4,111.4,111.7,117.5,117.2,113.8,111.6,106.1,113.3,107.7,109.4,108.7,110.2
GFG,753.6,755.8,771.5,778.9,804.5,801.2,802.5,814.1,815.5,832.1,847.2,869.6,893.2,917,938.3,942,951.7,975.7,987.5,1012,1031.2,1053.2,1054.5,1058.5,1053.6,1063.2,1054.9,1048.2,1053.8,1046.6,1052.9,1033.4,1013.4,1009.9,995.6,993.7,997.2,993.2,1012,993.5,997.8,1001.2,999.3,1004,1003.9,1006.5,1019.2,1022.4,1018.8,1025,1028,1046.8,1062.8,1079.7,1097.5,1108,1121.8,1143.4,1149.5,1158.5,1169.7,1263.1,1219.9,1228.9,1315.6,1301.3,1281.9,1312.5,1305.7,1333.6,1358.3,1376.3,1393.3,1407.3,1434.2,1444.9,1466.6,1486.1,1524.7
GFGD,489.2,493.5,502.8,503.2,520.5,520.2,516.7,532.8,531.7,543.4,554.2,570.6,586.3,597.7,618.6,621.7,618.8,631.9,641.3,657.3,666,674.4,677.5,684.4,683.4,695.8,689.7,683.5,684.3,675.7,682,663.2,645.5,644,629.9,627,626.6,620.5,634.5,612.8,612.8,612.7,607.4,609.7,606.2,606,616.9,618.9,616.3,623.7,623,634.1,641.2,653.5,667.1,676.2,685.6,703.5,707.6,712.8,720.7,715.7,721.3,746.1,748.1,752.5,751,750,745.2,764.1,777.3,786.4,806.2,815.5,838,844.1,853.3,866.6,894.5
GFGN,264.4,262.3,268.8,275.8,283.9,281,285.8,281.3,283.8,288.7,293,298.9,306.9,319.3,319.7,320.3,332.9,343.8,346.2,354.8,365.2,378.8,377,374.1,370.1,367.4,365.2,364.7,369.6,370.9,370.9,370.2,367.9,365.9,365.8,366.7,370.6,372.7,377.5,380.7,385,388.5,391.9,394.3,397.7,400.5,402.3,403.5,402.5,401.3,405,412.7,421.7,426.2,430.3,431.8,436.2,439.9,441.9,445.8,449,547.5,498.7,482.8,567.5,548.7,530.9,562.5,560.4,569.5,581,590,587.1,591.8,596.3,600.7,613.3,619.5,630.2
GSL,1729.7,1752.1,1782.1,1814.3,1836,1863.5,1890.3,1913.3,1951.3,1979,2003.1,2035.1,2058.3,2089.3,2127.4,2115.6,2115.7,2139.3,2159.4,2176.5,2185.3,2190.3,2188.3,2196.3,2208.4,2223.5,2219.7,2209.2,2223.7,2228.2,2248.8,2281.9,2306.5,2322.9,2340.3,2361.2,2379.2,2386.5,2405.7,2428.6,2438,2466.3,2488.8,2497.1,2503.3,2535.4,2559.1,2566.9,2595,2605.2,2626.5,2665.9,2704.8,2738.4,2774.5,2807.1,2821,2863.4,2905.1,2955.5,2982.1,2859.3,2956,2982.6,3053.7,3128.5,3209.8,3264.4,3338.7,3446.7,3477.5,3508.8,3526.7,3527.7,3594.7,3622.4,3685.1,3726.3,3764.8
GSLE,188.8,193.3,197.5,203.7,209.1,210.7,212.9,215.1,216.7,220.8,225.2,230.9,232.9,238.4,244,246.7,250.6,253.6,259.1,262.5,266.9,271.1,275.9,278.9,283.4,286.8,287.7,288.1,285.9,293.4,302.9,312.1,306.4,309.5,310.4,319,324.4,318.8,319.3,328.2,333.6,330.4,332.5,332.6,335.5,341.5,345.6,341.1,351.3,354.8,353.5,357.4,366.8,371.4,373.1,378.3,379.4,380.6,383.5,386.1,372.2,314.8,346.4,351.6,365.5,386.1,400.7,410.4,421.1,437,445.7,449.1,451.3,452.2,464.8,471,479.5,489.6,492.2
GSLG,1540.9,1558.8,1584.7,1610.7,1626.9,1652.7,1677.3,1698.1,1734.6,1758.2,1777.9,1804.2,1825.4,1850.9,1883.3,1868.9,1865.1,1885.7,1900.3,1914,1918.3,1919.2,1912.5,1917.4,1925,1936.7,1932,1921.1,1937.8,1934.7,1946,1969.8,2000.1,2013.5,2030,2042.3,2054.8,2067.8,2086.4,2100.5,2104.3,2135.9,2156.2,2164.5,2167.7,2193.9,2213.5,2225.8,2243.6,2250.5,2273,2308.5,2338,2367,2401.4,2428.9,2441.6,2482.8,2521.7,2569.3,2609.9,2544.5,2609.6,2630.9,2688.2,2742.4,2809.1,2854.1,2917.6,3009.8,3031.9,3059.7,3075.4,3075.4,3129.9,3151.4,3205.7,3236.7,3272.6
HS,1324.4,1350.1,1366,1379.4,1398.5,1419.6,1440,1458.5,1475.6,1492.7,1514.1,1541.2,1568.7,1590.5,1604.6,1611.7,1611,1612.7,1618.6,1625.3,1635.6,1647.8,1656.5,1663.9,1672.8,1680.5,1690.8,1700.1,1709.4,1719.9,1731.3,1746.1,1762.6,1778.3,1791.3,1803,1812.9,1823.4,1833.9,1846.3,1860.1,1875.8,1893.7,1910.6,1929.1,1948.1,1967.8,1988.7,2006.1,2022.8,2042.2,2063.5,2083.4,2105.6,2126.9,2148.1,2173.2,2203.9,2234.2,2264.5,2299.8,2328.8,2358.2,2386.7,2416.2,2453,2494.5,2544.5,2600.6,2661.3,2727.8,2792,2852.3,2904.3,2952.7,3000,3050.4,3096.3,3140.8
II,22836.8,23238,23742.3,24254.4,24598.5,24833.7,25047.7,25222.3,25632.1,26127.6,26386.8,26854.8,27030.5,27583.5,27489.2,25996.5,24860.8,24692.3,24940.9,25343.2,25840.2,26303.1,26667.7,27106.9,27575.9,28009.4,28227.6,28388.1,28972.1,29018.9,29222.1,29715.5,29932.5,30234,30502.6,30886,31247,31724.1,32045.3,32166.5,31953.5,32281,32409.9,32291.4,32314.4,32716.7,33090.4,33471,33957.8,34180.3,34494.8,35239.7,35798.6,36376.7,36799.3,37043.4,37142.2,37578.4,37897.3,38013.9,37604.7,34143.9,36962.7,38129.3,39667.5,41275.7,42423.8,43870.3,45200.3,46678.5,47266.6,47388.5,47885.4,47971.7,48657.5,49032.6,49705.6,50260.7,50898.5
ORE,842.1,883.1,914.8,918.4,913.7,901.7,881.8,905.9,910.3,892.9,875.6,862.1,848.2,826.5,809.1,772.1,735.3,751.2,759.9,779.5,784.3,814.8,800.5,814,816,819.1,829.2,829,858.2,871.8,887.2,939.1,951.3,966.9,982.6,999.2,1020.7,1033.5,1058.1,1075.6,1110.8,1139,1164.1,1181.2,1197.2,1222.2,1230.7,1245.1,1251,1259.4,1267.9,1281.8,1303.2,1324.2,1353,1382.2,1441,1443.8,1432.2,1426.3,1410,1311.7,1421.1,1504.2,1561.5,1627.1,1724.7,1807.3,1828.7,1822.4,1854,1875.6,1925.1,1957.4,1988.6,2009.8,2053.1,2060.8,2051.2
PGOOD,6559.6,6676,6829.7,7081.9,7135.1,7203.9,7250.1,7191.4,7313.7,7561.5,7634.5,7770.4,7848.6,8099.3,7999.4,7076.6,6373.3,6192.9,6341.6,6516.8,6679,6834.2,6961.5,7133.9,7405.1,7643.7,7723.5,7815.8,7915.8,7877.7,7864.6,8007.1,8132,8181.4,8278,8325.7,8436.1,8571.1,8577.1,8374.5,8031.1,8082.5,8030.5,7835,7678.1,7754.8,7811.8,7918.8,8064.8,8060.4,8126.3,8413.5,8588.8,8736.5,8836.7,8794.3,8666.4,8743.4,8685.8,8585.8,8409.5,7335.5,8074.9,8379.8,8874.7,9273.2,9540.3,9995,10491.7,11041.7,11022.9,10930.1,10847,10774.2,10946.3,10984.5,11012.4,11086.4,11114.6
PROF,2221.3,2261.8,2291.3,2350.6,2392.6,2415.4,2441.9,2503.7,2588.5,2632.2,2655.4,2697.9,2721.2,2754.3,2762.4,2718.5,2590.2,2573,2596.2,2616,2657,2684.2,2731.6,2776.1,2825,2860.5,2887.2,2901.7,2994.8,2984,2998.8,3058.3,3007.4,3084.8,3111.2,3160.2,3207,3257.1,3314.3,3382.5,3401.1,3435.3,3472,3462.4,3522.7,3564.7,3625.4,3683.2,3757.8,3802.6,3833.6,3917.4,3972.9,4065,4119.3,4166.7,4187.5,4285.9,4374,4436.4,4431.6,4066.2,4273,4477,4582.5,4721.3,4847.1,5025.4,5179,5308.1,5411.3,5450.4,5538,5557.7,5564.9,5646.2,5728,5821.7,5919.9
PSERV,13705.7,13964.9,14268.6,14489.4,14726.2,14868.6,15008.3,15206.5,15453.2,15654,15800.2,16077.4,16126.9,16375.2,16321.5,15760.9,15319.8,15284.6,15355.8,15538.6,15846.7,16126.2,16364.4,16620.1,16813.5,16983.9,17133.6,17218.6,17680.5,17767.1,17956.7,18294.3,18384.4,18624.7,18791.1,19111.8,19337.9,19675.4,19951.6,20270.7,20388,20633.2,20793.5,20857,21031,21320.1,21603.6,21866.6,22184,22394.6,22619.8,23018.7,23344,23724,23991.9,24234,24433.4,24729.3,25057.1,25216.8,24947.1,22588.5,24608.9,25432,26310.3,27461.6,28281.4,29187,29952.5,30739,31290.6,31459.5,32006.8,32156.5,32569.1,32873.1,33432,33853.3,34384.2
PVT,20265.3,20640.9,21098.3,21571.2,21861.3,22072.4,22258.3,22397.9,22766.9,23215.5,23434.7,23847.8,23975.5,24474.5,24320.9,22837.5,21693.1,21477.5,21697.4,22055.4,22525.7,22960.4,23326,23754.1,24218.7,24627.6,24857.1,25034.4,25596.3,25644.8,25821.2,26301.4,26516.4,26806,27069.1,27437.5,27774.1,28246.5,28528.8,28645.2,28419.1,28715.6,28824,28692,28709.1,29074.9,29415.4,29785.4,30248.8,30455,30746.1,31432.2,31932.8,32460.6,32828.6,33028.3,33099.8,33472.7,33742.9,33802.6,33356.6,29924,32683.9,33811.8,35184.9,36734.8,37821.8,39182,40444.2,41780.7,42313.5,42389.6,42853.8,42930.7,43515.4,43857.6,44444.4,44939.6,45498.8
